num_participants,ALAND,region,individuals_income_below_185_percent_poverty_level,total_snap_recipient_households_white,total_snap_recipient_households_black_or_african_american,total_snap_recipient_households_american_indian_and_alaska_native,total_snap_recipient_households_asian,total_snap_recipient_households_native_hawaiian_and_other_pacific_islander,total_snap_recipient_households_hispanic_or_latino_origin,total_population_non_hispanic_or_latino_origin,total_lep_households
17,18592316,South,2899,229,462,0,0,0,0,691,169
17,18592316,South,2899,229,462,0,0,0,0,691,169
17,18592316,South,2899,229,462,0,0,0,0,691,169
17,18592316,South,2899,229,462,0,0,0,0,691,169
17,18592316,South,2899,229,462,0,0,0,0,691,169
17,18592316,South,2899,229,462,0,0,0,0,691,169
18,18592316,South,2899,229,462,0,0,0,0,691,169
18,18592316,South,2899,229,462,0,0,0,0,691,169
18,18592316,South,2899,229,462,0,0,0,0,691,169
18,18592316,South,2899,229,462,0,0,0,0,691,169
18,18592316,South,2899,229,462,0,0,0,0,691,169
18,18592316,South,2899,229,462,0,0,0,0,691,169
15,270330958,South,513,73,0,0,0,0,0,77,0
15,270330958,South,513,73,0,0,0,0,0,77,0
19,270330958,South,513,73,0,0,0,0,0,77,0
15,270330958,South,513,73,0,0,0,0,0,77,0
14,270330958,South,513,73,0,0,0,0,0,77,0
15,270330958,South,513,73,0,0,0,0,0,77,0
12,270330958,South,513,73,0,0,0,0,0,77,0
13,270330958,South,513,73,0,0,0,0,0,77,0
14,270330958,South,513,73,0,0,0,0,0,77,0
13,270330958,South,513,73,0,0,0,0,0,77,0
9,270330958,South,513,73,0,0,0,0,0,77,0
13,270330958,South,513,73,0,0,0,0,0,77,0
12,270330958,South,513,73,0,0,0,0,0,77,0
14,270330958,South,513,73,0,0,0,0,0,77,0
16,270330958,South,513,73,0,0,0,0,0,77,0
15,270330958,South,513,73,0,0,0,0,0,77,0
17,333545835,South,744,149,0,0,0,0,0,149,0
17,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
16,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
14,333545835,South,744,149,0,0,0,0,0,149,0
15,333545835,South,744,149,0,0,0,0,0,149,0
14,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
15,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
15,333545835,South,744,149,0,0,0,0,0,149,0
15,270330958,South,513,73,0,0,0,0,0,77,0
14,270330958,South,513,73,0,0,0,0,0,77,0
13,270330958,South,513,73,0,0,0,0,0,77,0
14,270330958,South,513,73,0,0,0,0,0,77,0
13,270330958,South,513,73,0,0,0,0,0,77,0
13,270330958,South,513,73,0,0,0,0,0,77,0
15,270330958,South,513,73,0,0,0,0,0,77,0
13,270330958,South,513,73,0,0,0,0,0,77,0
14,270330958,South,513,73,0,0,0,0,0,77,0
11,270330958,South,513,73,0,0,0,0,0,77,0
13,270330958,South,513,73,0,0,0,0,0,77,0
12,270330958,South,513,73,0,0,0,0,0,77,0
13,270330958,South,513,73,0,0,0,0,0,77,0
10,270330958,South,513,73,0,0,0,0,0,77,0
11,270330958,South,513,73,0,0,0,0,0,77,0
11,270330958,South,513,73,0,0,0,0,0,77,0
10,270330958,South,513,73,0,0,0,0,0,77,0
10,270330958,South,513,73,0,0,0,0,0,77,0
14,270330958,South,513,73,0,0,0,0,0,77,0
14,270330958,South,513,73,0,0,0,0,0,77,0
15,270330958,South,513,73,0,0,0,0,0,77,0
15,270330958,South,513,73,0,0,0,0,0,77,0
14,270330958,South,513,73,0,0,0,0,0,77,0
11,270330958,South,513,73,0,0,0,0,0,77,0
15,270330958,South,513,73,0,0,0,0,0,77,0
13,270330958,South,513,73,0,0,0,0,0,77,0
15,270330958,South,513,73,0,0,0,0,0,77,0
12,270330958,South,513,73,0,0,0,0,0,77,0
12,270330958,South,513,73,0,0,0,0,0,77,0
11,270330958,South,513,73,0,0,0,0,0,77,0
12,270330958,South,513,73,0,0,0,0,0,77,0
10,270330958,South,513,73,0,0,0,0,0,77,0
11,270330958,South,513,73,0,0,0,0,0,77,0
11,270330958,South,513,73,0,0,0,0,0,77,0
11,270330958,South,513,73,0,0,0,0,0,77,0
12,270330958,South,513,73,0,0,0,0,0,77,0
20,270330958,South,513,73,0,0,0,0,0,77,0
21,270330958,South,513,73,0,0,0,0,0,77,0
18,270330958,South,513,73,0,0,0,0,0,77,0
21,270330958,South,513,73,0,0,0,0,0,77,0
20,270330958,South,513,73,0,0,0,0,0,77,0
18,270330958,South,513,73,0,0,0,0,0,77,0
19,270330958,South,513,73,0,0,0,0,0,77,0
19,270330958,South,513,73,0,0,0,0,0,77,0
18,270330958,South,513,73,0,0,0,0,0,77,0
20,270330958,South,513,73,0,0,0,0,0,77,0
23,270330958,South,513,73,0,0,0,0,0,77,0
21,270330958,South,513,73,0,0,0,0,0,77,0
22,270330958,South,513,73,0,0,0,0,0,77,0
21,270330958,South,513,73,0,0,0,0,0,77,0
22,270330958,South,513,73,0,0,0,0,0,77,0
22,270330958,South,513,73,0,0,0,0,0,77,0
20,270330958,South,513,73,0,0,0,0,0,77,0
23,270330958,South,513,73,0,0,0,0,0,77,0
18,7491041,South,928,261,0,0,0,0,0,261,9
19,7491041,South,928,261,0,0,0,0,0,261,9
19,7491041,South,928,261,0,0,0,0,0,261,9
19,7491041,South,928,261,0,0,0,0,0,261,9
17,7491041,South,928,261,0,0,0,0,0,261,9
17,7491041,South,928,261,0,0,0,0,0,261,9
18,7491041,South,928,261,0,0,0,0,0,261,9
18,7491041,South,928,261,0,0,0,0,0,261,9
19,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
19,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
19,333545835,South,744,149,0,0,0,0,0,149,0
20,333545835,South,744,149,0,0,0,0,0,149,0
20,333545835,South,744,149,0,0,0,0,0,149,0
20,333545835,South,744,149,0,0,0,0,0,149,0
13,333545835,South,744,149,0,0,0,0,0,149,0
16,333545835,South,744,149,0,0,0,0,0,149,0
15,333545835,South,744,149,0,0,0,0,0,149,0
16,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
14,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
19,333545835,South,744,149,0,0,0,0,0,149,0
19,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
19,333545835,South,744,149,0,0,0,0,0,149,0
19,333545835,South,744,149,0,0,0,0,0,149,0
16,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
17,333545835,South,744,149,0,0,0,0,0,149,0
17,333545835,South,744,149,0,0,0,0,0,149,0
18,333545835,South,744,149,0,0,0,0,0,149,0
17,333545835,South,744,149,0,0,0,0,0,149,0
14,333545835,South,744,149,0,0,0,0,0,149,0
16,333545835,South,744,149,0,0,0,0,0,149,0
17,333545835,South,744,149,0,0,0,0,0,149,0
15,333545835,South,744,149,0,0,0,0,0,149,0
13,333545835,South,744,149,0,0,0,0,0,149,0
17,333545835,South,744,149,0,0,0,0,0,149,0
14,333545835,South,744,149,0,0,0,0,0,149,0
16,333545835,South,744,149,0,0,0,0,0,149,0
17,333545835,South,744,149,0,0,0,0,0,149,0
15,333545835,South,744,149,0,0,0,0,0,149,0
16,333545835,South,744,149,0,0,0,0,0,149,0
15,333545835,South,744,149,0,0,0,0,0,149,0
16,333545835,South,744,149,0,0,0,0,0,149,0
15,333545835,South,744,149,0,0,0,0,0,149,0
14,333545835,South,744,149,0,0,0,0,0,149,0
16,333545835,South,744,149,0,0,0,0,0,149,0
15,333545835,South,744,149,0,0,0,0,0,149,0
16,333545835,South,744,149,0,0,0,0,0,149,0
17,333545835,South,744,149,0,0,0,0,0,149,0
17,998832,Northeast,2178,0,658,0,0,0,0,658,0
15,1525999,Northeast,2395,118,0,0,0,0,242,75,207
15,1525999,Northeast,2395,118,0,0,0,0,242,75,207
15,1525999,Northeast,2395,118,0,0,0,0,242,75,207
15,1525999,Northeast,2395,118,0,0,0,0,242,75,207
15,1525999,Northeast,2395,118,0,0,0,0,242,75,207
15,1525999,Northeast,2395,118,0,0,0,0,242,75,207
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
20,5158223,Northwest,1470,396,0,0,0,0,21,396,35
20,5158223,Northwest,1470,396,0,0,0,0,21,396,35
20,5158223,Northwest,1470,396,0,0,0,0,21,396,35
20,5158223,Northwest,1470,396,0,0,0,0,21,396,35
20,5158223,Northwest,1470,396,0,0,0,0,21,396,35
20,5158223,Northwest,1470,396,0,0,0,0,21,396,35
20,5158223,Northwest,1470,396,0,0,0,0,21,396,35
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
20,5158223,Northwest,1470,396,0,0,0,0,21,396,35
20,5158223,Northwest,1470,396,0,0,0,0,21,396,35
20,5158223,Northwest,1470,396,0,0,0,0,21,396,35
20,5158223,Northwest,1470,396,0,0,0,0,21,396,35
20,5158223,Northwest,1470,396,0,0,0,0,21,396,35
20,5158223,Northwest,1470,396,0,0,0,0,21,396,35
20,5158223,Northwest,1470,396,0,0,0,0,21,396,35
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
9,20939555,West,1416,185,0,0,0,0,0,185,0
23,2472812,Northwest,1350,287,40,0,0,0,113,241,45
23,2472812,Northwest,1350,287,40,0,0,0,113,241,45
23,2472812,Northwest,1350,287,40,0,0,0,113,241,45
23,2472812,Northwest,1350,287,40,0,0,0,113,241,45
23,2472812,Northwest,1350,287,40,0,0,0,113,241,45
23,2472812,Northwest,1350,287,40,0,0,0,113,241,45
23,2472812,Northwest,1350,287,40,0,0,0,113,241,45
23,2472812,Northwest,1350,287,40,0,0,0,113,241,45
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
16,33275369,East,1405,455,0,0,0,0,0,455,14
18,33275369,East,1405,455,0,0,0,0,0,455,14
18,33275369,East,1405,455,0,0,0,0,0,455,14
14,33275369,East,1405,455,0,0,0,0,0,455,14
15,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
17,33275369,East,1405,455,0,0,0,0,0,455,14
17,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
11,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
14,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
17,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
9,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
15,33275369,East,1405,455,0,0,0,0,0,455,14
15,33275369,East,1405,455,0,0,0,0,0,455,14
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
14,33275369,East,1405,455,0,0,0,0,0,455,14
18,33275369,East,1405,455,0,0,0,0,0,455,14
20,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
18,33275369,East,1405,455,0,0,0,0,0,455,14
17,33275369,East,1405,455,0,0,0,0,0,455,14
18,33275369,East,1405,455,0,0,0,0,0,455,14
19,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
14,33275369,East,1405,455,0,0,0,0,0,455,14
14,33275369,East,1405,455,0,0,0,0,0,455,14
17,33275369,East,1405,455,0,0,0,0,0,455,14
14,33275369,East,1405,455,0,0,0,0,0,455,14
13,33275369,East,1405,455,0,0,0,0,0,455,14
14,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
15,33275369,East,1405,455,0,0,0,0,0,455,14
15,33275369,East,1405,455,0,0,0,0,0,455,14
18,33275369,East,1405,455,0,0,0,0,0,455,14
17,33275369,East,1405,455,0,0,0,0,0,455,14
18,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
17,33275369,East,1405,455,0,0,0,0,0,455,14
19,33275369,East,1405,455,0,0,0,0,0,455,14
19,33275369,East,1405,455,0,0,0,0,0,455,14
19,33275369,East,1405,455,0,0,0,0,0,455,14
19,33275369,East,1405,455,0,0,0,0,0,455,14
19,33275369,East,1405,455,0,0,0,0,0,455,14
17,33275369,East,1405,455,0,0,0,0,0,455,14
18,33275369,East,1405,455,0,0,0,0,0,455,14
17,33275369,East,1405,455,0,0,0,0,0,455,14
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
17,69788770,West,933,113,20,0,0,0,0,133,40
18,69788770,West,933,113,20,0,0,0,0,133,40
18,69788770,West,933,113,20,0,0,0,0,133,40
18,69788770,West,933,113,20,0,0,0,0,133,40
18,69788770,West,933,113,20,0,0,0,0,133,40
18,69788770,West,933,113,20,0,0,0,0,133,40
18,69788770,West,933,113,20,0,0,0,0,133,40
18,69788770,West,933,113,20,0,0,0,0,133,40
18,69788770,West,933,113,20,0,0,0,0,133,40
24,2472812,Northwest,1350,287,40,0,0,0,113,241,45
24,2472812,Northwest,1350,287,40,0,0,0,113,241,45
24,2472812,Northwest,1350,287,40,0,0,0,113,241,45
24,2472812,Northwest,1350,287,40,0,0,0,113,241,45
24,2472812,Northwest,1350,287,40,0,0,0,113,241,45
24,2472812,Northwest,1350,287,40,0,0,0,113,241,45
24,2472812,Northwest,1350,287,40,0,0,0,113,241,45
24,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
21,2472812,Northwest,1350,287,40,0,0,0,113,241,45
24,2472812,Northwest,1350,287,40,0,0,0,113,241,45
23,2472812,Northwest,1350,287,40,0,0,0,113,241,45
23,2472812,Northwest,1350,287,40,0,0,0,113,241,45
23,2472812,Northwest,1350,287,40,0,0,0,113,241,45
24,2472812,Northwest,1350,287,40,0,0,0,113,241,45
24,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
23,2472812,Northwest,1350,287,40,0,0,0,113,241,45
23,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
23,2472812,Northwest,1350,287,40,0,0,0,113,241,45
23,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
21,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
21,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
22,2472812,Northwest,1350,287,40,0,0,0,113,241,45
27,2472812,Northwest,1350,287,40,0,0,0,113,241,45
27,2472812,Northwest,1350,287,40,0,0,0,113,241,45
27,2472812,Northwest,1350,287,40,0,0,0,113,241,45
27,2472812,Northwest,1350,287,40,0,0,0,113,241,45
27,2472812,Northwest,1350,287,40,0,0,0,113,241,45
27,2472812,Northwest,1350,287,40,0,0,0,113,241,45
27,2472812,Northwest,1350,287,40,0,0,0,113,241,45
27,2472812,Northwest,1350,287,40,0,0,0,113,241,45
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
16,18390108,Northwest,1209,284,0,0,0,0,0,288,0
19,18390108,Northwest,1209,284,0,0,0,0,0,288,0
19,18390108,Northwest,1209,284,0,0,0,0,0,288,0
19,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
19,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
11,1672155,Northwest,1709,298,69,0,0,0,84,313,71
20,1672155,Northwest,1709,298,69,0,0,0,84,313,71
12,1672155,Northwest,1709,298,69,0,0,0,84,313,71
3,2762690,Northwest,1373,213,29,0,0,0,31,211,0
5,2762690,Northwest,1373,213,29,0,0,0,31,211,0
4,2762690,Northwest,1373,213,29,0,0,0,31,211,0
4,2762690,Northwest,1373,213,29,0,0,0,31,211,0
5,2762690,Northwest,1373,213,29,0,0,0,31,211,0
4,2762690,Northwest,1373,213,29,0,0,0,31,211,0
6,2762690,Northwest,1373,213,29,0,0,0,31,211,0
5,2762690,Northwest,1373,213,29,0,0,0,31,211,0
5,2762690,Northwest,1373,213,29,0,0,0,31,211,0
7,2762690,Northwest,1373,213,29,0,0,0,31,211,0
7,2762690,Northwest,1373,213,29,0,0,0,31,211,0
4,2762690,Northwest,1373,213,29,0,0,0,31,211,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
17,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
15,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
17,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
17,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
19,69788770,West,933,113,20,0,0,0,0,133,40
18,69788770,West,933,113,20,0,0,0,0,133,40
18,69788770,West,933,113,20,0,0,0,0,133,40
18,69788770,West,933,113,20,0,0,0,0,133,40
18,69788770,West,933,113,20,0,0,0,0,133,40
18,69788770,West,933,113,20,0,0,0,0,133,40
18,69788770,West,933,113,20,0,0,0,0,133,40
23,69788770,West,933,113,20,0,0,0,0,133,40
23,69788770,West,933,113,20,0,0,0,0,133,40
23,69788770,West,933,113,20,0,0,0,0,133,40
23,69788770,West,933,113,20,0,0,0,0,133,40
23,69788770,West,933,113,20,0,0,0,0,133,40
23,69788770,West,933,113,20,0,0,0,0,133,40
23,69788770,West,933,113,20,0,0,0,0,133,40
23,69788770,West,933,113,20,0,0,0,0,133,40
22,69788770,West,933,113,20,0,0,0,0,133,40
22,69788770,West,933,113,20,0,0,0,0,133,40
22,69788770,West,933,113,20,0,0,0,0,133,40
22,69788770,West,933,113,20,0,0,0,0,133,40
22,69788770,West,933,113,20,0,0,0,0,133,40
22,69788770,West,933,113,20,0,0,0,0,133,40
22,69788770,West,933,113,20,0,0,0,0,133,40
22,69788770,West,933,113,20,0,0,0,0,133,40
24,69788770,West,933,113,20,0,0,0,0,133,40
24,69788770,West,933,113,20,0,0,0,0,133,40
24,69788770,West,933,113,20,0,0,0,0,133,40
24,69788770,West,933,113,20,0,0,0,0,133,40
24,69788770,West,933,113,20,0,0,0,0,133,40
24,69788770,West,933,113,20,0,0,0,0,133,40
24,69788770,West,933,113,20,0,0,0,0,133,40
24,69788770,West,933,113,20,0,0,0,0,133,40
20,3120772,South,1304,0,424,0,0,0,0,424,9
20,3120772,South,1304,0,424,0,0,0,0,424,9
20,3120772,South,1304,0,424,0,0,0,0,424,9
20,3120772,South,1304,0,424,0,0,0,0,424,9
20,3120772,South,1304,0,424,0,0,0,0,424,9
21,3120772,South,1304,0,424,0,0,0,0,424,9
21,3120772,South,1304,0,424,0,0,0,0,424,9
12,3120772,South,1304,0,424,0,0,0,0,424,9
14,3120772,South,1304,0,424,0,0,0,0,424,9
14,3120772,South,1304,0,424,0,0,0,0,424,9
14,3120772,South,1304,0,424,0,0,0,0,424,9
14,3120772,South,1304,0,424,0,0,0,0,424,9
15,3120772,South,1304,0,424,0,0,0,0,424,9
15,3120772,South,1304,0,424,0,0,0,0,424,9
15,3120772,South,1304,0,424,0,0,0,0,424,9
18,3120772,South,1304,0,424,0,0,0,0,424,9
18,3120772,South,1304,0,424,0,0,0,0,424,9
18,3120772,South,1304,0,424,0,0,0,0,424,9
18,3120772,South,1304,0,424,0,0,0,0,424,9
19,3120772,South,1304,0,424,0,0,0,0,424,9
19,3120772,South,1304,0,424,0,0,0,0,424,9
20,3120772,South,1304,0,424,0,0,0,0,424,9
20,3120772,South,1304,0,424,0,0,0,0,424,9
20,3120772,South,1304,0,424,0,0,0,0,424,9
20,3120772,South,1304,0,424,0,0,0,0,424,9
20,3120772,South,1304,0,424,0,0,0,0,424,9
20,3120772,South,1304,0,424,0,0,0,0,424,9
20,3120772,South,1304,0,424,0,0,0,0,424,9
18,3120772,South,1304,0,424,0,0,0,0,424,9
18,3120772,South,1304,0,424,0,0,0,0,424,9
18,3120772,South,1304,0,424,0,0,0,0,424,9
18,3120772,South,1304,0,424,0,0,0,0,424,9
19,3120772,South,1304,0,424,0,0,0,0,424,9
20,3120772,South,1304,0,424,0,0,0,0,424,9
20,3120772,South,1304,0,424,0,0,0,0,424,9
15,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
17,33275369,East,1405,455,0,0,0,0,0,455,14
17,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
14,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
8,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
16,33275369,East,1405,455,0,0,0,0,0,455,14
9,33275369,East,1405,455,0,0,0,0,0,455,14
12,33275369,East,1405,455,0,0,0,0,0,455,14
17,33275369,East,1405,455,0,0,0,0,0,455,14
16,515788080,East,805,169,0,0,0,0,0,169,0
16,515788080,East,805,169,0,0,0,0,0,169,0
18,515788080,East,805,169,0,0,0,0,0,169,0
13,515788080,East,805,169,0,0,0,0,0,169,0
